Transaction ID,Item,Cleaned_Item,Quantity,Price Per Unit,Cleaned_Price_Per_Unit,Total Spent,Revenue per Unit,Payment Method,Location,Transaction Date
TXN_2492586,Salad,Salad,3,5,5,15,5,Cash,Unknown,17-05-2023
TXN_2450799,Tea,Tea,5,2,1.5,7.5,1.5,Unknown,Unknown,26-11-2023
TXN_6145837,Cake,Cake,5,3,3,15,3,Digital Wallet,Takeaway,27-08-2023
TXN_3665727,Cookie,Cookie,1,1,1,1,1,Unknown,In-store,13-10-2023
TXN_5067056,Sandwich,Sandwich,1,4,4,4,4,Cash,In-store,13-08-2023
TXN_8453110,Smoothie,Smoothie,3,4,4,12,4,Digital Wallet,Unknown,24-06-2023
TXN_4954887,Cookie,Cookie,3,1,1,3,1,Unknown,In-store,11-06-2023
TXN_4449173,Unknown,Coffee,1,2,2,2,2,Digital Wallet,Takeaway,05-04-2023
TXN_6641409,Unknown,Smoothie,5,4,4,20,4,Digital Wallet,Unknown,21-11-2023
TXN_6132959,Salad,Salad,5,5,5,25,5,Digital Wallet,Unknown,01-07-2023
TXN_8626161,Smoothie,Smoothie,3,4,4,12,4,Digital Wallet,In-store,23-11-2023
TXN_7099050,Salad,Salad,3,5,5,15,5,Credit Card,Takeaway,18-01-2023
TXN_8938663,Coffee,Coffee,1,2,2,2,2,Digital Wallet,Unknown,09-09-2023
TXN_5039624,Cookie,Cookie,4,1,1,4,1,Unknown,Takeaway,27-04-2023
TXN_9565465,Tea,Tea,3,2,1.5,4.5,1.5,Credit Card,In-store,26-12-2023
TXN_6301600,Juice,Juice,4,3,3,12,3,Digital Wallet,In-store,28-02-2023
TXN_4784128,Sandwich,Sandwich,3,4,4,12,4,Cash,Takeaway,27-08-2023
TXN_5807634,Sandwich,Sandwich,5,4,4,20,4,Digital Wallet,Unknown,23-05-2023
TXN_5560205,Coffee,Coffee,3,2,2,6,2,Cash,In-store,22-12-2023
TXN_2193092,Juice,Juice,4,3,3,12,3,Unknown,Takeaway,30-10-2023
TXN_1833277,Tea,Tea,2,2,1.5,3,1.5,Unknown,Takeaway,19-10-2023
TXN_6119798,Salad,Salad,1,5,5,5,5,Credit Card,In-store,19-09-2023
TXN_9793353,Coffee,Coffee,3,2,2,6,2,Credit Card,Takeaway,21-08-2023
TXN_5017895,Salad,Salad,4,5,5,20,5,Cash,Unknown,25-09-2023
TXN_4547995,Cake,Cake,3,3,3,9,3,Digital Wallet,Unknown,30-11-2023
TXN_7032256,Sandwich,Sandwich,5,4,4,20,4,Credit Card,Unknown,13-03-2023
TXN_2578309,Smoothie,Smoothie,3,4,4,12,4,Unknown,Unknown,05-05-2023
TXN_2064360,Coffee,Coffee,4,2,2,8,2,Digital Wallet,In-store,30-08-2023
TXN_5508573,Cake,Cake,1,3,3,3,3,Unknown,Takeaway,17-12-2023
TXN_7125392,Cookie,Cookie,4,1,1,4,1,Digital Wallet,Takeaway,05-07-2023
TXN_2564219,Salad,Salad,1,5,5,5,5,Digital Wallet,Takeaway,18-07-2023
TXN_1203954,Sandwich,Sandwich,1,4,4,4,4,Digital Wallet,Unknown,12-08-2023
TXN_4671054,Unknown,Salad,4,5,5,20,5,Cash,Unknown,20-06-2023
TXN_4488222,Tea,Tea,3,2,1.5,4.5,1.5,Digital Wallet,Takeaway,13-03-2023
TXN_3103967,Juice,Juice,2,3,3,6,3,Credit Card,Unknown,12-11-2023
TXN_9853577,Sandwich,Sandwich,2,4,4,8,4,Credit Card,In-store,30-04-2023
TXN_4349597,Juice,Juice,4,3,3,12,3,Credit Card,Unknown,21-08-2023
TXN_3353214,Smoothie,Smoothie,5,4,4,20,4,Credit Card,Unknown,12-08-2023
TXN_7122708,Sandwich,Sandwich,5,4,4,20,4,Unknown,Takeaway,23-06-2023
TXN_8788437,Coffee,Coffee,1,2,2,2,2,Unknown,Unknown,19-11-2023
TXN_1672443,Coffee,Coffee,1,2,2,2,2,Credit Card,Takeaway,03-10-2023
TXN_6277500,Coffee,Coffee,4,2,2,8,2,Credit Card,Takeaway,09-01-2023
TXN_6671827,Salad,Salad,1,5,5,5,5,Credit Card,Takeaway,09-08-2023
TXN_4647042,Sandwich,Sandwich,5,4,4,20,4,Unknown,Takeaway,25-04-2023
TXN_1183212,Juice,Juice,4,3,3,12,3,Unknown,In-store,30-06-2023
TXN_8426712,Cookie,Cookie,3,1,1,3,1,Unknown,In-store,22-05-2023
TXN_5894676,Smoothie,Smoothie,5,4,4,20,4,Credit Card,Takeaway,17-06-2023
TXN_1411744,Smoothie,Smoothie,4,4,4,16,4,Credit Card,Takeaway,17-09-2023
TXN_6610554,Coffee,Coffee,5,2,2,10,2,Digital Wallet,Unknown,28-10-2023
TXN_6169248,Juice,Juice,5,3,3,15,3,Credit Card,Unknown,12-08-2023
TXN_1581997,Salad,Salad,4,5,5,20,5,Digital Wallet,Unknown,26-08-2023
TXN_4868913,Cake,Cake,4,3,3,12,3,Cash,Unknown,30-06-2023
TXN_8277553,Tea,Tea,3,2,1.5,4.5,1.5,Cash,Unknown,26-09-2023
TXN_4030197,Salad,Salad,3,5,5,15,5,Credit Card,Takeaway,05-03-2023
TXN_7276927,Coffee,Coffee,5,2,2,10,2,Cash,Takeaway,06-07-2023
TXN_3912836,Salad,Salad,1,5,5,5,5,Credit Card,In-store,23-11-2023
TXN_3833729,Smoothie,Smoothie,4,4,4,16,4,Digital Wallet,In-store,13-11-2023
TXN_7054393,Coffee,Coffee,2,2,2,4,2,Digital Wallet,In-store,30-05-2023
TXN_1395083,Juice,Juice,1,3,3,3,3,Cash,In-store,08-07-2023
TXN_8784653,Smoothie,Smoothie,1,4,4,4,4,Cash,In-store,12-09-2023
TXN_3943666,Juice,Juice,4,3,3,12,3,Unknown,Takeaway,15-03-2023
TXN_8308672,Salad,Salad,2,5,5,10,5,Digital Wallet,Takeaway,01-01-2023
TXN_3190959,Tea,Tea,2,2,1.5,3,1.5,Credit Card,Takeaway,16-12-2023
TXN_6199016,Juice,Juice,1,3,3,3,3,Digital Wallet,Unknown,14-02-2023
TXN_9301279,Smoothie,Smoothie,1,4,4,4,4,Credit Card,Unknown,27-05-2023
TXN_8900751,Sandwich,Sandwich,1,4,4,4,4,Unknown,Takeaway,30-01-2023
TXN_6542877,Juice,Juice,1,3,3,3,3,Unknown,In-store,06-12-2023
TXN_5516804,Sandwich,Sandwich,5,4,4,20,4,Credit Card,Takeaway,26-09-2023
TXN_6345733,Coffee,Coffee,1,2,2,2,2,Unknown,In-store,26-11-2023
TXN_5834491,Tea,Tea,3,2,1.5,4.5,1.5,Unknown,Unknown,13-08-2023
TXN_1667192,Cake,Cake,4,3,3,12,3,Unknown,Takeaway,17-07-2023
TXN_1454730,Coffee,Coffee,5,2,2,10,2,Unknown,Takeaway,21-07-2023
TXN_3243832,Cake,Cake,2,3,3,6,3,Unknown,Unknown,10-08-2023
TXN_7501717,Sandwich,Sandwich,1,4,4,4,4,Credit Card,Unknown,03-08-2023
TXN_1351151,Smoothie,Smoothie,1,4,4,4,4,Credit Card,Unknown,03-10-2023
TXN_6117497,Coffee,Coffee,2,2,2,4,2,Digital Wallet,In-store,13-02-2023
TXN_3818464,Cake,Cake,2,3,3,6,3,Cash,In-store,02-03-2023
TXN_2093816,Sandwich,Sandwich,3,4,4,12,4,Cash,Takeaway,06-04-2023
TXN_7694020,Cookie,Cookie,2,1,1,2,1,Digital Wallet,Takeaway,06-08-2023
TXN_4215488,Salad,Salad,5,5,5,25,5,Unknown,In-store,07-10-2023
TXN_5167425,Juice,Juice,5,3,3,15,3,Digital Wallet,Unknown,04-08-2023
TXN_7075261,Juice,Juice,1,3,3,3,3,Unknown,Unknown,29-07-2023
TXN_2694724,Sandwich,Sandwich,2,4,4,8,4,Digital Wallet,Unknown,26-06-2023
TXN_8285304,Cookie,Cookie,1,1,1,1,1,Cash,Unknown,09-07-2023
TXN_7415686,Sandwich,Sandwich,3,4,4,12,4,Credit Card,In-store,13-04-2023
TXN_8877644,Cookie,Cookie,2,1,1,2,1,Unknown,Takeaway,01-09-2023
TXN_7231548,Smoothie,Smoothie,3,4,4,12,4,Credit Card,In-store,06-11-2023
TXN_2879361,Juice,Juice,3,3,3,9,3,Unknown,Takeaway,22-11-2023
TXN_5956755,Sandwich,Sandwich,5,4,4,20,4,Digital Wallet,Takeaway,05-03-2023
TXN_6124342,Cake,Cake,3,3,3,9,3,Unknown,Takeaway,14-09-2023
TXN_3824443,Smoothie,Smoothie,3,4,4,12,4,Unknown,In-store,08-10-2023
TXN_6778177,Cookie,Cookie,4,1,1,4,1,Unknown,Takeaway,12-10-2023
TXN_2634410,Smoothie,Smoothie,3,4,4,12,4,Unknown,Unknown,15-07-2023
TXN_6975750,Juice,Juice,5,3,3,15,3,Unknown,Unknown,08-01-2023
TXN_7741256,Unknown,Cake,5,3,3,15,3,Digital Wallet,Takeaway,24-04-2023
TXN_3484190,Coffee,Coffee,5,2,2,10,2,Digital Wallet,Unknown,27-12-2023
TXN_2621008,Unknown,Cookie,2,1,1,2,1,Digital Wallet,Takeaway,21-10-2023
TXN_5429861,Cake,Cake,1,3,3,3,3,Digital Wallet,Unknown,20-03-2023
TXN_2828596,Coffee,Coffee,2,2,2,4,2,Unknown,Unknown,25-11-2023
TXN_6348290,Unknown,Coffee,4,2,2,8,2,Unknown,In-store,24-01-2023
TXN_9813943,Salad,Salad,2,5,5,10,5,Cash,Unknown,06-04-2023
TXN_2364171,Juice,Juice,4,3,3,12,3,Cash,Unknown,18-05-2023
TXN_8002886,Coffee,Coffee,5,2,2,10,2,Digital Wallet,Takeaway,28-05-2023
TXN_9956671,Cake,Cake,3,3,3,9,3,Credit Card,Unknown,05-05-2023
TXN_7694491,Salad,Salad,3,5,5,15,5,Cash,In-store,01-09-2023
TXN_7517996,Cake,Cake,2,3,3,6,3,Cash,Unknown,22-10-2023
TXN_1655827,Cake,Cake,1,3,3,3,3,Unknown,In-store,06-09-2023
TXN_6047026,Smoothie,Smoothie,2,4,4,8,4,Unknown,Unknown,24-03-2023
TXN_2764962,Tea,Tea,2,2,1.5,3,1.5,Credit Card,Takeaway,13-08-2023
TXN_5396727,Juice,Juice,2,3,3,6,3,Credit Card,Takeaway,13-10-2023
TXN_5198827,Tea,Tea,5,2,1.5,7.5,1.5,Unknown,Unknown,15-02-2023
TXN_8023817,Juice,Juice,4,3,3,12,3,Unknown,Takeaway,08-05-2023
TXN_3413185,Cake,Cake,4,3,3,12,3,Credit Card,In-store,03-03-2023
TXN_9783452,Juice,Juice,3,3,3,9,3,Cash,Unknown,11-04-2023
TXN_4171507,Tea,Tea,1,2,1.5,1.5,1.5,Unknown,In-store,26-10-2023
TXN_1491299,Juice,Juice,2,3,3,6,3,Credit Card,In-store,27-02-2023
TXN_4187327,Tea,Tea,2,2,1.5,3,1.5,Unknown,Takeaway,01-04-2023
TXN_3277379,Salad,Salad,2,5,5,10,5,Credit Card,Takeaway,06-01-2023
TXN_2568101,Salad,Salad,5,5,5,25,5,Cash,Takeaway,03-08-2023
TXN_3247340,Tea,Tea,3,2,1.5,4.5,1.5,Cash,Takeaway,25-12-2023
TXN_7797321,Sandwich,Sandwich,5,4,4,20,4,Unknown,Unknown,26-11-2023
TXN_3044825,Unknown,Tea,1,2,1.5,1.5,1.5,Credit Card,In-store,14-08-2023
TXN_9019429,Smoothie,Smoothie,2,4,4,8,4,Digital Wallet,Unknown,11-05-2023
TXN_9744862,Juice,Juice,4,3,3,12,3,Cash,In-store,19-09-2023
TXN_6365371,Unknown,Smoothie,2,4,4,8,4,Credit Card,Unknown,16-06-2023
TXN_4543880,Salad,Salad,3,5,5,15,5,Cash,Unknown,18-07-2023
TXN_4064245,Juice,Juice,3,3,3,9,3,Credit Card,Takeaway,20-02-2023
TXN_8777692,Coffee,Coffee,4,2,2,8,2,Credit Card,In-store,06-12-2023
TXN_9126502,Smoothie,Smoothie,5,4,4,20,4,Credit Card,Unknown,22-09-2023
TXN_6626427,Cookie,Cookie,4,1,1,4,1,Digital Wallet,In-store,13-02-2023
TXN_4507755,Cake,Cake,2,3,3,6,3,Digital Wallet,Unknown,10-05-2023
TXN_3928766,Juice,Juice,5,3,3,15,3,Unknown,Takeaway,14-01-2023
TXN_9104535,Cake,Cake,4,3,3,12,3,Unknown,Unknown,13-04-2023
TXN_4824773,Salad,Salad,5,5,5,25,5,Cash,Takeaway,06-06-2023
TXN_9981953,Unknown,Smoothie,3,4,4,12,4,Unknown,Unknown,03-02-2023
TXN_6627338,Juice,Juice,5,3,3,15,3,Unknown,Takeaway,03-12-2023
TXN_3555821,Sandwich,Sandwich,3,4,4,12,4,Unknown,In-store,12-07-2023
TXN_1372991,Coffee,Coffee,4,2,2,8,2,Unknown,In-store,17-11-2023
TXN_6364938,Coffee,Coffee,3,2,2,6,2,Digital Wallet,In-store,16-07-2023
TXN_3040823,Smoothie,Smoothie,1,4,4,4,4,Unknown,In-store,06-10-2023
TXN_6755757,Unknown,Smoothie,4,4,4,16,4,Credit Card,In-store,05-04-2023
TXN_4563646,Juice,Juice,5,3,3,15,3,Cash,Takeaway,10-10-2023
TXN_2130415,Unknown,Coffee,1,2,2,2,2,Digital Wallet,Takeaway,08-12-2023
TXN_9617421,Tea,Tea,1,2,1.5,1.5,1.5,Unknown,In-store,21-08-2023
TXN_1738607,Juice,Juice,2,3,3,6,3,Credit Card,In-store,17-01-2023
TXN_3832513,Salad,Salad,1,5,5,5,5,Unknown,Takeaway,13-02-2023
TXN_4128086,Tea,Tea,4,2,1.5,6,1.5,Unknown,Unknown,29-05-2023
TXN_3927733,Salad,Salad,5,5,5,25,5,Credit Card,Takeaway,20-01-2023
TXN_2518917,Cookie,Cookie,1,1,1,1,1,Unknown,In-store,21-05-2023
TXN_9489176,Juice,Juice,5,3,3,15,3,Digital Wallet,In-store,10-01-2023
TXN_2004781,Sandwich,Sandwich,5,4,4,20,4,Unknown,Takeaway,20-04-2023
TXN_3061266,Cookie,Cookie,4,1,1,4,1,Credit Card,In-store,06-12-2023
TXN_2036482,Cake,Cake,1,3,3,3,3,Cash,Unknown,04-06-2023
TXN_7217284,Salad,Salad,3,5,5,15,5,Cash,In-store,29-12-2023
TXN_5055872,Sandwich,Sandwich,3,4,4,12,4,Credit Card,Unknown,05-02-2023
TXN_1386024,Cake,Cake,4,3,3,12,3,Credit Card,Unknown,21-05-2023
TXN_8397155,Salad,Salad,4,5,5,20,5,Credit Card,Takeaway,16-08-2023
TXN_9491244,Unknown,Cake,5,3,3,15,3,Unknown,Unknown,19-04-2023
TXN_4301188,Smoothie,Smoothie,4,4,4,16,4,Credit Card,In-store,23-12-2023
TXN_4522012,Coffee,Coffee,2,2,2,4,2,Unknown,In-store,13-04-2023
TXN_4650044,Cookie,Cookie,4,1,1,4,1,Cash,Unknown,21-06-2023
TXN_5721215,Tea,Tea,2,2,1.5,3,1.5,Unknown,Takeaway,17-05-2023
TXN_7865220,Smoothie,Smoothie,1,4,4,4,4,Credit Card,Takeaway,28-06-2023
TXN_1869147,Smoothie,Smoothie,4,4,4,16,4,Digital Wallet,Unknown,21-11-2023
TXN_3377885,Sandwich,Sandwich,3,4,4,12,4,Cash,Unknown,08-05-2023
TXN_9270865,Smoothie,Smoothie,2,4,4,8,4,Credit Card,Takeaway,06-11-2023
TXN_7373126,Smoothie,Smoothie,2,4,4,8,4,Credit Card,Unknown,18-11-2023
TXN_8097899,Coffee,Coffee,4,2,2,8,2,Digital Wallet,Unknown,05-09-2023
TXN_6131415,Unknown,Tea,5,2,1.5,7.5,1.5,Digital Wallet,Unknown,24-11-2023
TXN_1248436,Cake,Cake,4,3,3,12,3,Credit Card,Takeaway,14-08-2023
TXN_1718733,Unknown,Coffee,3,2,2,6,2,Cash,Unknown,31-05-2023
TXN_9063887,Cake,Cake,5,3,3,15,3,Unknown,Takeaway,15-07-2023
TXN_5932169,Salad,Salad,5,5,5,25,5,Credit Card,Unknown,06-11-2023
TXN_6064282,Smoothie,Smoothie,4,4,4,16,4,Credit Card,Unknown,18-10-2023
TXN_9309509,Tea,Tea,5,2,1.5,7.5,1.5,Unknown,Unknown,15-11-2023
TXN_5413274,Smoothie,Smoothie,5,4,4,20,4,Credit Card,In-store,10-02-2023
TXN_5902629,Cookie,Cookie,3,1,1,3,1,Cash,Takeaway,26-01-2023
TXN_2461859,Sandwich,Sandwich,2,4,4,8,4,Digital Wallet,Unknown,23-09-2023
TXN_6629689,Sandwich,Sandwich,2,4,4,8,4,Credit Card,In-store,29-05-2023
TXN_2806206,Sandwich,Sandwich,3,4,4,12,4,Cash,Unknown,25-01-2023
TXN_8900579,Sandwich,Sandwich,3,4,4,12,4,Credit Card,Unknown,01-11-2023
TXN_5406758,Unknown,Salad,5,5,5,25,5,Unknown,Takeaway,06-07-2023
TXN_2982163,Coffee,Coffee,4,2,2,8,2,Unknown,Unknown,22-03-2023
TXN_3225132,Sandwich,Sandwich,3,4,4,12,4,Credit Card,Unknown,26-06-2023
TXN_6522252,Tea,Tea,2,2,1.5,3,1.5,Digital Wallet,Unknown,14-01-2023
TXN_5855981,Juice,Juice,2,3,3,6,3,Cash,Unknown,09-11-2023
TXN_4802389,Cake,Cake,2,3,3,6,3,Unknown,Unknown,14-12-2023
TXN_7516790,Cake,Cake,2,3,3,6,3,Unknown,Unknown,08-01-2023
TXN_2345373,Tea,Tea,3,2,1.5,4.5,1.5,Credit Card,Takeaway,20-02-2023
TXN_9372046,Unknown,Coffee,3,2,2,6,2,Credit Card,In-store,10-04-2023
TXN_9402270,Coffee,Coffee,3,2,2,6,2,Unknown,In-store,09-02-2023
TXN_9306229,Smoothie,Smoothie,2,4,4,8,4,Unknown,Unknown,08-09-2023
TXN_5379179,Cookie,Cookie,2,1,1,2,1,Digital Wallet,Unknown,08-07-2023
TXN_1996318,Cake,Cake,5,3,3,15,3,Digital Wallet,Unknown,04-09-2023
TXN_2135613,Smoothie,Smoothie,3,4,4,12,4,Digital Wallet,Unknown,06-04-2023
TXN_1461246,Smoothie,Smoothie,1,4,4,4,4,Unknown,Unknown,01-06-2023
TXN_2452624,Juice,Juice,1,3,3,3,3,Cash,Unknown,10-11-2023
TXN_1108663,Juice,Juice,3,3,3,9,3,Cash,Takeaway,16-08-2023
TXN_5319247,Sandwich,Sandwich,5,4,4,20,4,Unknown,In-store,02-03-2023
TXN_3599473,Coffee,Coffee,2,2,2,4,2,Cash,Unknown,29-08-2023
TXN_4959129,Unknown,Cake,2,3,3,6,3,Credit Card,In-store,24-06-2023
TXN_5591145,Sandwich,Sandwich,3,4,4,12,4,Unknown,Takeaway,22-08-2023
TXN_9587015,Salad,Salad,3,5,5,15,5,Digital Wallet,In-store,25-06-2023
TXN_7997641,Smoothie,Smoothie,2,4,4,8,4,Unknown,In-store,20-12-2023
TXN_6845472,Smoothie,Smoothie,5,4,4,20,4,Digital Wallet,Unknown,11-12-2023
TXN_2861396,Salad,Salad,5,5,5,25,5,Credit Card,Unknown,04-01-2023
TXN_6915899,Salad,Salad,3,5,5,15,5,Credit Card,In-store,29-05-2023
TXN_6211466,Unknown,Tea,2,2,1.5,3,1.5,Cash,In-store,12-09-2023
TXN_3200203,Unknown,Smoothie,2,,4,8,4,Unknown,Unknown,04-12-2023
TXN_5198524,Cake,Cake,1,3,3,3,3,Credit Card,In-store,14-06-2023
TXN_8498613,Sandwich,Sandwich,2,4,4,8,4,Unknown,Unknown,08-11-2023
TXN_3432879,Cake,Cake,5,3,3,15,3,Credit Card,Unknown,05-02-2023
TXN_6786340,Coffee,Coffee,5,2,2,10,2,Digital Wallet,Takeaway,18-04-2023
TXN_8689246,Sandwich,Sandwich,5,4,4,20,4,Credit Card,In-store,16-05-2023
TXN_4536553,Tea,Tea,2,2,1.5,3,1.5,Cash,Unknown,17-08-2023
TXN_9036067,Cookie,Cookie,5,1,1,5,1,Credit Card,Unknown,06-10-2023
TXN_4201578,Salad,Salad,5,5,5,25,5,Unknown,In-store,23-01-2023
TXN_1249069,Coffee,Coffee,2,2,2,4,2,Unknown,Unknown,22-01-2023
TXN_4068183,Smoothie,Smoothie,4,4,4,16,4,Digital Wallet,Unknown,01-08-2023
TXN_7206160,Sandwich,Sandwich,2,4,4,8,4,Unknown,Unknown,07-09-2023
TXN_7903841,Unknown,Cake,2,3,3,6,3,Digital Wallet,Unknown,24-06-2023
TXN_8936663,Cookie,Cookie,4,1,1,4,1,Credit Card,Unknown,12-11-2023
TXN_7771434,Coffee,Coffee,4,2,2,8,2,Credit Card,Unknown,26-03-2023
TXN_6087494,Juice,Juice,5,3,3,15,3,Credit Card,Unknown,05-07-2023
TXN_2252121,Smoothie,Smoothie,3,4,4,12,4,Unknown,Unknown,01-02-2023
TXN_5358805,Coffee,Coffee,5,2,2,10,2,Digital Wallet,Unknown,01-01-2023
TXN_2490759,Smoothie,Smoothie,3,4,4,12,4,Cash,Unknown,19-11-2023
TXN_2605566,Cake,Cake,2,3,3,6,3,Unknown,Unknown,01-12-2023
TXN_6691781,Coffee,Coffee,4,2,2,8,2,Credit Card,Unknown,07-09-2023
TXN_1730850,Juice,Juice,2,3,3,6,3,Cash,Takeaway,15-12-2023
TXN_7051359,Coffee,Coffee,5,2,2,10,2,Unknown,Unknown,30-10-2023
TXN_2202863,Salad,Salad,5,5,5,25,5,Unknown,Unknown,28-07-2023
TXN_7145672,Sandwich,Sandwich,1,4,4,4,4,Credit Card,Unknown,11-10-2023
TXN_5974123,Sandwich,Sandwich,2,4,4,8,4,Digital Wallet,Unknown,25-06-2023
TXN_9833245,Cookie,Cookie,1,1,1,1,1,Digital Wallet,Takeaway,30-04-2023
TXN_1515059,Unknown,Cake,4,3,3,12,3,Unknown,In-store,25-10-2023
TXN_9690114,Coffee,Coffee,2,2,2,4,2,Credit Card,Takeaway,01-12-2023
TXN_7944534,Tea,Tea,2,2,1.5,3,1.5,Digital Wallet,In-store,13-10-2023
TXN_6337312,Salad,Salad,1,5,5,5,5,Unknown,In-store,11-01-2023
TXN_5239202,Cake,Cake,1,3,3,3,3,Unknown,Unknown,14-09-2023
TXN_1512184,Coffee,Coffee,3,2,2,6,2,Unknown,Takeaway,28-01-2023
TXN_6811368,Coffee,Coffee,4,2,2,8,2,Unknown,Takeaway,18-02-2023
TXN_3854036,Juice,Juice,3,3,3,9,3,Cash,Unknown,07-11-2023
TXN_3873656,Coffee,Coffee,3,2,2,6,2,Unknown,Takeaway,30-09-2023
TXN_8792638,Tea,Tea,3,2,1.5,4.5,1.5,Credit Card,Takeaway,02-07-2023
TXN_7397665,Salad,Salad,5,5,5,25,5,Credit Card,Takeaway,11-11-2023
TXN_3493951,Smoothie,Smoothie,5,4,4,20,4,Cash,Takeaway,20-08-2023
TXN_1510315,Unknown,Coffee,3,2,2,6,2,Cash,Unknown,28-02-2023
TXN_7763592,Smoothie,Smoothie,1,4,4,4,4,Unknown,In-store,17-02-2023
TXN_9710307,Unknown,Tea,2,2,1.5,3,1.5,Unknown,Takeaway,24-01-2023
TXN_1860406,Coffee,Coffee,2,2,2,4,2,Unknown,Takeaway,17-06-2023
TXN_1663257,Juice,Juice,3,3,3,9,3,Credit Card,Unknown,23-04-2023
TXN_2743696,Cookie,Cookie,1,1,1,1,1,Unknown,Unknown,28-04-2023
TXN_7640700,Juice,Juice,2,3,3,6,3,Unknown,Unknown,15-01-2023
TXN_3227186,Salad,Salad,2,5,5,10,5,Digital Wallet,Unknown,05-05-2023
TXN_7917193,Cookie,Cookie,3,1,1,3,1,Cash,Unknown,18-05-2023
TXN_2490435,Cookie,Cookie,1,1,1,1,1,Unknown,Unknown,13-03-2023
TXN_4698656,Smoothie,Smoothie,4,4,4,16,4,Unknown,Unknown,07-12-2023
TXN_3507334,Juice,Juice,4,3,3,12,3,Unknown,Unknown,05-05-2023
TXN_5255023,Unknown,Smoothie,2,4,4,8,4,Credit Card,In-store,15-11-2023
TXN_8669012,Unknown,Tea,3,2,1.5,4.5,1.5,Digital Wallet,Unknown,26-07-2023
TXN_1299959,Smoothie,Smoothie,5,4,4,20,4,Cash,Unknown,23-06-2023
TXN_3680047,Salad,Salad,5,5,5,25,5,Unknown,Unknown,16-07-2023
TXN_8379880,Juice,Juice,3,3,3,9,3,Unknown,Takeaway,24-05-2023
TXN_4801832,Salad,Salad,2,5,5,10,5,Unknown,Takeaway,05-08-2023
TXN_3425783,Juice,Juice,2,3,3,6,3,Unknown,Unknown,15-06-2023
TXN_4099487,Unknown,Smoothie,5,4,4,20,4,Digital Wallet,Unknown,25-01-2023
TXN_8878830,Coffee,Coffee,4,2,2,8,2,Credit Card,Takeaway,11-10-2023
TXN_8295101,Tea,Tea,4,2,1.5,6,1.5,Unknown,Unknown,23-10-2023
TXN_3303114,Salad,Salad,4,5,5,20,5,Credit Card,In-store,18-06-2023
TXN_2106437,Tea,Tea,1,2,1.5,1.5,1.5,Cash,Takeaway,01-08-2023
TXN_2291713,Salad,Salad,4,5,5,20,5,Cash,In-store,06-08-2023
TXN_7552449,Cake,Cake,3,3,3,9,3,Cash,Unknown,26-05-2023
TXN_9021000,Coffee,Coffee,3,2,2,6,2,Unknown,Unknown,20-01-2023
TXN_4205369,Salad,Salad,5,5,5,25,5,Unknown,Takeaway,16-07-2023
TXN_4551806,Tea,Tea,1,2,1.5,1.5,1.5,Unknown,Unknown,09-01-2023
TXN_5313211,Smoothie,Smoothie,5,4,4,20,4,Credit Card,Unknown,04-05-2023
TXN_2282283,Cookie,Cookie,2,1,1,2,1,Digital Wallet,Unknown,23-02-2023
TXN_3193321,Smoothie,Smoothie,3,4,4,12,4,Unknown,Takeaway,15-08-2023
TXN_7211769,Juice,Juice,1,3,3,3,3,Credit Card,Unknown,11-09-2023
TXN_6643951,Unknown,Smoothie,1,4,4,4,4,Credit Card,In-store,07-01-2023
TXN_1653570,Coffee,Coffee,5,2,2,10,2,Unknown,Takeaway,10-10-2023
TXN_3722720,Salad,Salad,2,5,5,10,5,Unknown,In-store,27-06-2023
TXN_7624646,Smoothie,Smoothie,2,4,4,8,4,Unknown,Unknown,24-03-2023
TXN_6725579,Tea,Tea,2,2,1.5,3,1.5,Credit Card,Takeaway,21-02-2023
TXN_4015101,Sandwich,Sandwich,1,4,4,4,4,Credit Card,Unknown,18-01-2023
TXN_6037712,Salad,Salad,3,5,5,15,5,Credit Card,In-store,10-08-2023
TXN_6845225,Tea,Tea,4,2,1.5,6,1.5,Credit Card,Takeaway,21-02-2023
TXN_5214219,Salad,Salad,4,5,5,20,5,Credit Card,Unknown,22-03-2023
TXN_3388054,Coffee,Coffee,5,2,2,10,2,Cash,Unknown,13-11-2023
TXN_5817991,Smoothie,Smoothie,4,4,4,16,4,Cash,Unknown,24-05-2023
TXN_2916247,Salad,Salad,3,5,5,15,5,Unknown,In-store,03-09-2023
TXN_9798525,Coffee,Coffee,2,2,2,4,2,Digital Wallet,Takeaway,05-11-2023
TXN_4974012,Sandwich,Sandwich,5,4,4,20,4,Cash,Takeaway,17-05-2023
TXN_7644000,Cake,Cake,2,3,3,6,3,Unknown,Takeaway,07-02-2023
TXN_1482123,Coffee,Coffee,1,2,2,2,2,Cash,In-store,17-06-2023
TXN_5622313,Salad,Salad,2,5,5,10,5,Credit Card,In-store,07-01-2023
TXN_5737831,Juice,Juice,4,3,3,12,3,Unknown,Takeaway,15-05-2023
TXN_3446033,Cookie,Cookie,3,1,1,3,1,Credit Card,Unknown,15-02-2023
TXN_6249754,Smoothie,Smoothie,1,4,4,4,4,Credit Card,Takeaway,21-10-2023
TXN_9729280,Tea,Tea,3,2,1.5,4.5,1.5,Credit Card,In-store,06-11-2023
TXN_9551638,Salad,Salad,3,5,5,15,5,Cash,Unknown,25-06-2023
TXN_5158607,Smoothie,Smoothie,4,4,4,16,4,Credit Card,Unknown,24-03-2023
